probcv,labelcv,probcv,labelcv,probcv,labelcv,probcv,labelcv,probcv,labelcv,probcv,labelcv,probcv,labelcv
0.53,2,0.688,2,0.115,1,0.666666667,2,0.425,2,0.53,2,0.07,1
0.2225,1,0.086,1,0.745,2,0.313333333,1,0.33,1,0.4775,1,0.29,1
0.675,1,0.692,2,0.015,1,0.27,1,0.515,2,0.3075,1,0.47,2
0.0875,1,0.07,1,0.265,1,0.27,1,0.435,1,0.065,1,0.13,1
0.275,1,0.534,2,0.165,1,0.03,1,0.14,1,0.4075,2,0.17,1
0.955,2,0.26,1,0.41,1,0.136666667,1,0.065,1,0.07,1,0.08,1
0.855,2,0.18,1,0.17,1,0.463333333,1,0.605,2,0.51,2,0.46,2
0.01,1,0.518,2,0.48,1,0.05,1,0.365,1,0.39,1,0.69,2
0.0075,1,0.07,1,0.105,1,0.2,1,0.205,1,0.085,1,0.39,2
0.0875,1,0.166,1,0.465,2,0.166666667,1,0.575,2,0.1175,1,0.24,1
0.2825,1,0.324,1,0.155,1,0.01,1,0.16,1,0.26,1,0.3,1
0.0125,1,0.032,1,0.395,2,0.673333333,1,0.5,2,0.3575,2,0.18,1
0.1025,1,0.188,1,0.445,1,0.336666667,2,0.445,1,0.2325,1,0.25,1
0.0325,1,0.108,1,0.85,2,0.153333333,1,0.025,1,0.44,1,0.2,1
0.02,1,0.464,1,0.11,1,0.16,1,0.675,2,0.0175,1,0.07,1
0.7075,2,0.082,1,0.01,1,0.04,1,0.605,2,0.0775,1,0.42,1
0.0825,1,0.636,2,0.27,2,0.206666667,1,0.5,2,0.2575,1,0.28,1
0.165,1,0.228,1,0.365,1,0.02,1,0.455,2,0.2575,1,0.4,2
0.305,1,0.014,1,0.02,1,0.8,2,0.37,2,0.1025,2,0.51,2
0.0375,1,0.186,1,0.125,1,0.103333333,1,0.555,1,0.1025,1,0.16,1
0.0375,1,0.768,2,0.345,2,0.086666667,1,0.535,2,0.07,1,0.09,1
0.22,1,0.588,2,0.025,1,0.043333333,1,0.145,1,0.225,1,0.11,2
0.315,1,0.214,1,0.075,1,0.286666667,1,0.045,1,0.035,1,0.24,1
0.1,1,0.572,1,0.62,2,0.163333333,1,0.005,1,0.04,1,0.3,1
0.245,2,0.172,1,0.155,1,0.493333333,2,0.135,1,0.185,1,0.4,2
0.525,1,0.116,1,0.12,1,0.8,2,0.735,2,0.195,1,0.15,1
0.025,1,0.374,2,0.115,1,0.196666667,1,0.27,1,0.325,2,0.25,1
0.085,1,0.426,1,0.29,2,0.82,2,0.23,1,0.58,2,0.06,1
0.1325,1,0.378,2,0.34,1,0.796666667,2,0.36,1,0.04,1,0.06,1
0.2525,1,0.08,1,0.44,1,0.703333333,2,0.185,1,0.2725,1,0.26,2
0.2875,2,0.322,1,0.3,1,0.66,2,0.4,2,0.0875,1,0.39,1
0.1725,1,0.018,1,0.105,1,0.03,1,0.63,2,0.26,1,0.1,1
0.755,2,0.596,2,0.42,1,0.1,1,0.575,2,0.34,1,0.06,1
0.1475,1,0.216,1,0.6,1,0.07,1,0.23,1,0.05,1,0.53,2
0.1175,1,0.008,1,0.765,2,0.053333333,1,0.305,1,0.3225,1,0.05,1
0.6775,2,0.232,1,0.285,1,0.416666667,1,0.395,2,0.2525,1,0.59,1
0.315,1,0.184,1,0.59,2,0.15,1,0.605,2,0.425,1,0.6,2
0.0325,1,0.032,1,0.465,2,0.376666667,1,0.64,2,0.6825,2,0.49,2
0.255,1,0.028,1,0.21,1,0.02,1,0.44,1,0.3875,2,0.58,2
0.19,1,0.012,1,0.245,1,0.633333333,2,0.07,1,0.4975,1,0.12,1
0.515,2,0.404,1,0.275,2,0.586666667,1,0.21,1,0.5275,2,0.18,1
0.7875,2,0.634,1,0.235,1,0.146666667,1,0.44,1,0.35,2,0.02,1
0.0725,1,0.412,1,0.17,1,0.026666667,1,0.22,1,0.605,1,0.11,1
0.11,1,0.354,1,0.2,1,0.056666667,1,0.27,1,0.035,1,0.33,1
0.3825,2,0.224,1,0.535,1,0.14,1,0.455,2,0.1925,1,0.78,2
0.1575,1,0.362,2,0.155,1,0.113333333,1,0.405,2,0.1425,1,0.24,1
0.1325,1,0.488,2,0.57,2,0.786666667,2,0.22,2,0.1475,2,0.26,2
0.105,2,0.23,1,0.15,1,0.68,2,0.57,1,0.0475,1,0.08,1
0.195,1,0.06,1,0.4,1,0.42,1,0.115,1,0.025,1,0.62,2
0.075,1,0.206,1,0.105,1,0.616666667,2,0.615,2,0.2475,1,0.06,1
0.0725,1,0.466,2,0.54,1,0.166666667,1,0.175,1,0.8225,2,0.34,2
0.3325,2,0.086,1,0.38,1,0.86,2,0.155,1,0.13,1,0.05,1
0.68,1,0.118,1,0.04,1,0.53,2,0.205,1,0.3225,1,0.18,1
0.0625,1,0.032,1,0.545,2,0.453333333,1,0.155,1,0.4475,2,0.56,2
0.2075,1,0.516,2,0.655,1,0.06,1,0.41,1,0.09,1,0.12,1
0.105,1,0.198,1,0.24,1,0.16,1,0.08,1,0.34,2,0.26,1
0.065,1,0.092,1,0.45,2,0.096666667,1,0.25,1,0.1925,1,0.24,1
0.1025,1,0.632,2,0.185,1,0.576666667,2,0.29,1,0.025,1,0.23,1
0.295,1,0.036,1,0.14,1,0.266666667,1,0.03,1,0.5375,2,0.2,1
0.08,1,0.226,1,0.25,1,0.283333333,2,0.07,1,0.1175,1,0.4,2
0.2525,1,0.798,2,0.27,1,0.31,1,0.05,1,0.2275,1,0.07,1
0.2025,1,0.206,2,0.525,1,0.67,2,0.2,1,0.015,1,0.38,1
0.2125,1,0.024,1,0.75,2,0.206666667,2,0.205,1,0.3525,2,0.36,1
0.6525,2,0.84,2,0.235,1,0.013333333,1,0.52,2,0.2575,1,0.14,1
0.245,1,0.458,1,0.7,2,0.64,2,0.185,1,0.01,1,0.57,2
0.6175,2,0.24,1,0.335,2,0.23,1,0.435,2,0.195,1,0.25,1
0.5825,1,0.706,2,0.195,2,0.156666667,1,0.325,1,0.27,1,0.24,1
0.01,1,0.236,1,0.165,1,0.353333333,1,0.18,1,0.3925,1,0.27,1
0.435,1,0.344,1,0.325,1,0.49,2,0.065,1,0.1825,1,0.12,1
0.76,2,0.342,1,0.415,2,0.09,1,0.355,2,0.225,1,0.33,1
0.115,1,0.076,1,0.345,1,0.103333333,1,0.43,2,0.2075,1,0.58,2
0.2075,1,0.262,1,0.105,1,0.166666667,1,0.075,1,0.605,1,0.06,1
0.125,1,0.086,1,0.355,1,0.813333333,2,0.12,1,0.5925,2,0.77,2
0.325,1,0.114,1,0.295,1,0.376666667,1,0.17,1,0.515,2,0.27,1
0.05,1,0.102,1,0.355,1,0.033333333,1,0.04,1,0.5725,2,0.13,1
0.075,1,0.28,1,0.155,1,0.156666667,1,0.28,2,0.6125,2,0.54,2
0.105,1,0.222,1,0.39,1,0.036666667,1,0.24,1,0.4975,2,0.19,1
0.8675,2,0.378,1,0.36,1,0.013333333,1,0.58,2,0.435,2,0.26,1
0.3475,2,0.026,1,0.105,1,0.606666667,2,0.075,1,0.07,1,0.1,1
0.2625,1,0.694,2,0.22,1,0.036666667,1,0.255,1,0.24,2,0.49,1
0.0775,1,0.172,1,0.35,1,0.246666667,1,0.575,2,0.395,2,0.16,1
0.0125,1,0.298,1,0.61,2,0.07,1,0.61,2,0.115,1,0.24,1
0.0975,1,0.166,1,0.1,1,0.013333333,1,0.205,1,0.045,1,0.23,1
0.9275,2,0.078,1,0.7,2,0.086666667,1,0.1,1,0.075,1,0.65,2
0.7225,2,0.234,1,0.025,1,0.436666667,2,0.61,2,0.2825,1,0.16,1
0.065,1,0.126,2,0.08,1,0.5,2,0.07,1,0.29,2,0.6,2
0.715,2,0.142,1,0.22,1,0.28,1,0.265,1,0.07,1,0.04,1
0.09,1,0.82,2,0.055,1,0.263333333,1,0.56,2,0.1425,1,0,1
0.34,1,0.046,1,0.58,2,0.166666667,1,0.41,1,0.065,1,0.15,1
0.2775,2,0.346,2,0.575,2,0.903333333,2,0.07,1,0.25,1,0.31,2
0.545,2,0.282,1,0.57,2,0.16,1,0.04,1,0.5925,2,0.26,1
0.0425,1,0.706,1,0.69,2,0.31,1,0.28,1,0.585,2,0.45,1
0.275,1,0.268,1,0.06,1,0.043333333,1,0.05,1,0.0725,1,0.23,1
0.17,1,0.2,2,0.045,1,0.06,1,0.3,1,0.205,1,0.33,1
0.17,1,0.018,1,0.485,2,0.053333333,1,0.455,2,0.1075,1,0.83,2
0.74,2,0.462,1,0.07,1,0.25,2,0.05,1,0.1625,2,0.2,1
0.28,1,0.256,1,0.055,1,0.603333333,2,0.19,1,0.55,2,0.22,1
0.0575,1,0.078,1,0,1,0.056666667,1,0.53,2,0.2375,1,0.58,2
0.7325,2,0.514,1,0.13,1,0.103333333,1,0.275,1,0.725,2,0.25,1
0.5825,2,0.512,1,0.02,1,0.1,1,0.08,1,0.56,2,0.37,1
0.485,1,0.648,1,0.275,1,0.04,1,0.39,1,0.4925,2,0.58,1
0.0975,1,0.194,2,0.64,2,0.5,2,0.42,2,0.075,1,0.56,2
0.5925,2,0.352,1,0.32,1,0.763333333,2,0.195,1,0.305,1,0.2,1
0.6475,2,0.124,1,0.295,1,0.33,1,0.085,1,0.1175,1,0.33,1
0.3425,1,0.702,1,0.075,1,0.093333333,1,0.78,2,0.2025,1,0.55,2
0.47,2,0.53,1,0.03,1,0.086666667,1,0.15,1,0.12,1,0.31,1
0.01,1,0.02,1,0.59,2,0.16,1,0.045,1,0.1925,1,0.49,1
0.7125,2,0.436,2,0.05,1,0.28,1,0.17,1,0.215,1,0.16,1
0.19,1,0.066,1,0.355,1,0.73,2,0.205,1,0.2825,1,0.38,1
0.0075,1,0.118,1,0.3,1,0.753333333,1,0.125,1,0.32,1,0.22,1
0.735,2,0.256,1,0.515,2,0.45,1,0.62,2,0.13,1,0.42,1
0.015,1,0.846,2,0.025,1,0.083333333,1,0.14,1,0.2025,1,0.77,2
0.0325,1,0.346,1,0.23,1,0.16,1,0.03,1,0.1425,1,0.23,1
0.06,1,0.564,2,0.34,1,0.656666667,2,0.12,1,0.4425,1,0.11,1
0.085,1,0.864,2,0.435,1,0.013333333,1,0.47,1,0.0475,1,0.45,2
0.7825,2,0.294,1,0.03,1,0.123333333,1,0.04,1,0.51,2,0.47,1
0.1225,1,0.038,1,0.265,1,0.446666667,2,0.375,2,0.625,2,0.46,1
0.64,2,0.112,1,0.725,2,0.233333333,1,0.505,2,0.5775,2,0.43,1
0.5525,2,0.03,1,0.215,1,0.893333333,2,0.455,1,0.5325,1,0.04,1
0.095,1,0.152,1,0.155,1,0.51,2,0.275,1,0.3275,1,0.27,1
0.0075,1,0.172,1,0.51,2,0.823333333,2,0.155,1,0.09,1,0.36,1
0.1975,1,0.042,1,0.205,1,0.066666667,1,0.09,1,0.39,2,0.29,1
0.1075,1,0.084,1,0.05,1,0.51,2,0.21,1,0.39,2,0.14,1
0.04,1,0.748,2,0.205,1,0.553333333,1,0.175,2,0.5875,2,0.03,1
0.0275,1,0.462,2,0.05,1,0.013333333,1,0.05,1,0.2875,1,0.75,2
0.0325,1,0.248,1,0.6,2,0.423333333,1,0.535,2,0.03,1,0.3,1
0.53,1,0.632,2,0.53,2,0.213333333,1,0.16,1,0.115,1,0.27,1
0.3775,2,0.348,1,0.575,2,0.866666667,2,0.025,1,0.185,1,0.28,1
0.0175,1,0.15,1,0.61,2,0.066666667,1,0.275,1,0.54,2,0.32,1
0.34,1,0.532,1,0.29,1,0.033333333,1,0.215,1,0.06,1,0.51,2
0.47,2,0.226,1,0.05,1,0.05,1,0.02,1,0.3675,1,0.08,1
0.24,1,0.062,1,0.51,1,0.046666667,1,0.63,2,0.0275,1,0.29,2
0.615,2,0.15,1,0.67,2,0.56,2,0.575,2,0.54,2,0.43,1
0.1625,2,0.388,1,0.33,2,0.173333333,1,0.3,2,0.2675,1,0.18,1
0.075,1,0.108,1,0.06,1,0.106666667,1,0.315,2,0.1025,1,0.41,2
0.0875,1,0.46,1,0.085,1,0.476666667,1,0.175,1,0.2025,1,0.18,1
0.055,1,0.088,1,0.155,1,0.686666667,2,0.57,2,0.3925,2,0.19,1
0.025,1,0.668,2,0.125,1,0.06,1,0.255,1,0.1025,1,0.17,1
0.03,1,0.426,1,0.175,1,0.056666667,1,0.195,1,0.74,2,0.04,1
0.915,2,0.026,1,0.03,1,0.14,1,0.34,2,0.355,1,0.62,2
0.1725,1,0.15,1,0.745,2,0.01,1,0.135,1,0.59,2,0.48,2
0.0975,1,0.492,2,0.24,1,0.016666667,1,0.675,2,0.38,1,0.32,1
0.195,1,0.46,2,0.49,1,0.453333333,2,0.085,1,0.5925,2,0.13,1
0.1075,1,0.424,1,0.18,1,0.053333333,1,0.385,2,0.38,1,0.13,1
0.1375,1,0.072,1,0.31,1,0.056666667,1,0.145,1,0.1825,1,0.1,1
0.4025,2,0.06,1,0.035,1,0.76,1,0.02,1,0.1425,1,0.31,2
0.1725,1,0.066,1,0.025,1,0.81,2,0.58,2,0.1875,1,0.07,1
0.7375,2,0.07,1,0.53,2,0.09,1,0.155,1,0.185,1,0.62,2
